o_zone_id,o_zone_name,d_zone_id,d_zone_name,dist_km,geometry
71,H1,84,I4,6.957232360548288,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.39198550499999)"
71,H1,85,I5,9.139765216950064,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.39198550499999)"
71,H1,86,I6,11.344836138190436,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.39198550499999)"
71,H1,87,I7,13.561455445515847,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.39198550499999)"
71,H1,88,I8,15.784758564282285,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.39198550499999)"
71,H1,89,I9,18.01227047481719,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.39198550499999)"
71,H1,90,J0,4.237035189556439,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.375815035)"
71,H1,91,J1,3.596148450496795,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.375815034999995)"
71,H1,92,J2,4.237035189556439,"LINESTRING (-76.595992515 42.408155975, -76.56870932499999 42.375815034999995)"
71,H1,93,J3,5.7456955434028405,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.375815035)"
71,H1,94,J4,7.623249460543929,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.375815035)"
71,H1,95,J5,9.656873708539601,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.375815034999995)"
71,H1,96,J6,11.765918836857123,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.375815034999995)"
71,H1,97,J7,13.91613583024535,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.375815035)"
71,H1,98,J8,16.09102778793099,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.375815035)"
71,H1,99,J9,18.281790278599075,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.375815034999995)"
71,H1,100,gate0,14.557602134812774,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.53751973500001)"
71,H1,101,gate1,14.384593803692049,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.537519735000004)"
71,H1,102,gate2,14.557602134812774,"LINESTRING (-76.595992515 42.408155975, -76.56870932499999 42.537519735000004)"
71,H1,103,gate3,15.064710499523477,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.53751973500001)"
71,H1,104,gate4,15.873931615021965,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.53751973500001)"
71,H1,105,gate5,16.94203012510067,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.537519735000004)"
71,H1,106,gate6,18.223543518468016,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.537519735000004)"
71,H1,107,gate7,19.676817859077552,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.53751973500001)"
71,H1,108,gate8,21.266669864658706,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.53751973500001)"
71,H1,109,gate9,22.96475103009049,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.537519735000004)"
71,H1,110,gate10,5.8411569574963025,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.359644565)"
71,H1,111,gate11,5.394222675452573,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.359644564999996)"
71,H1,112,gate12,5.8411569574963025,"LINESTRING (-76.595992515 42.408155975, -76.56870932499999 42.359644564999996)"
71,H1,113,gate13,7.013097962518956,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.359644565)"
71,H1,114,gate14,8.619218179602113,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.359644565)"
71,H1,115,gate15,10.461417159747644,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.359644564999996)"
71,H1,116,gate16,12.435212918494052,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.359644564999996)"
71,H1,117,gate17,14.486915868022347,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.359644565)"
71,H1,118,gate18,16.58764227983114,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.359644565)"
71,H1,119,gate19,18.720896044894253,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.359644564999996)"
71,H1,120,gate20,13.358690820565803,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.52134926500001)"
71,H1,121,gate21,11.68032016716351,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.505178795000006)"
71,H1,122,gate22,10.043469457948733,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.489008325)"
71,H1,123,gate23,8.472238138889068,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.472837855)"
71,H1,124,gate24,7.010884407568782,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.456667384999996)"
71,H1,125,gate25,5.743894327439604,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.440496915)"
71,H1,126,gate26,4.8268296736245295,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.424326445000005)"
71,H1,127,gate27,4.479998674260051,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.408155975)"
71,H1,128,gate28,4.827901440441771,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.39198550499999)"
71,H1,129,gate29,5.7456955434028405,"LINESTRING (-76.595992515 42.408155975, -76.65055889499999 42.375815035)"
71,H1,130,gate30,23.751034697868874,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.521349265000005)"
71,H1,131,gate31,22.85140339633525,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.50517879500001)"
71,H1,132,gate32,22.061907112172413,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.489008325)"
71,H1,133,gate33,21.394741734691205,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.472837855)"
71,H1,134,gate34,20.86164717025241,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.456667384999996)"
71,H1,135,gate35,20.47309921963861,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.440496915)"
71,H1,136,gate36,20.23742525433813,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.424326445000005)"
71,H1,137,gate37,20.159987362178725,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.408155975)"
71,H1,138,gate38,20.24260161699108,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.39198550499999)"
71,H1,139,gate39,20.483331522567784,"LINESTRING (-76.595992515 42.408155975, -76.35044380500003 42.375815034999995)"
