link_id,link_no,layer_no,from_node_id,to_node_id,from_gate_flag,to_gate_flag,link_type,link_type_name,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_qdf,QVDF_alpha,QVDF_beta,QVDF_cd,QVDF_n,geometry
46,46,0,36,35,-1,-1,6,residential,0,0.084462,30.000000,25.500000,0.168925,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4921040 42.4560560, -76.4919820 42.4559850, -76.4918070 42.4558700, -76.4916550 42.4557780, -76.4914580 42.4556770, -76.4912430 42.4555810, -76.4909090 42.4554450, -76.4908200 42.4554240, -76.4907180 42.4554210)",
47,47,0,37,38,-1,-1,1,motorway,0,0.160261,120.000000,102.000000,0.080131,2300.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4791240 42.4815210, -76.4804590 42.4814900, -76.4813070 42.4814830, -76.4818600 42.4814990, -76.4822597 42.4815147)",
48,48,0,39,40,-1,-1,1,motorway,0,0.045649,120.000000,102.000000,0.022825,2300.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4845030 42.4819690, -76.4844940 42.4818390, -76.4845000 42.4817710, -76.4845160 42.4817080, -76.4845410 42.4816440, -76.4845750 42.4815810, -76.4846170 42.4815220, -76.4846660 42.4814670, -76.4847940 42.4813750)",
49,49,0,41,42,-1,-1,6,residential,0,0.595426,30.000000,25.500000,1.190851,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5509460 42.4091610, -76.5510540 42.4091780, -76.5513490 42.4092770, -76.5515120 42.4093430, -76.5516160 42.4093770, -76.5516730 42.4093850, -76.5518150 42.4093750, -76.5519360 42.4093280, -76.5524390 42.4091050, -76.5530990 42.4087990, -76.5532080 42.4087570, -76.5532810 42.4087380, -76.5533420 42.4087320, -76.5533990 42.4087360, -76.5534530 42.4087490, -76.5535160 42.4087750, -76.5535610 42.4088010, -76.5536690 42.4088990, -76.5537860 42.4090190, -76.5539250 42.4091840, -76.5541200 42.4094470, -76.5542040 42.4095850, -76.5542340 42.4096790, -76.5542540 42.4098190, -76.5542731 42.4100731, -76.5542784 42.4101442, -76.5543030 42.4104710, -76.5543200 42.4105610, -76.5543440 42.4106230, -76.5543960 42.4107080, -76.5544410 42.4107570, -76.5545020 42.4108010, -76.5545740 42.4108410, -76.5546970 42.4108890, -76.5547810 42.4109060, -76.5549360 42.4109080, -76.5550170 42.4108980, -76.5550960 42.4108830, -76.5555790 42.4107280, -76.5557120 42.4106900, -76.5558270 42.4106620, -76.5559420 42.4106290, -76.5566179 42.4108287, -76.5570591 42.4109590, -76.5598529 42.4117842)",
50,50,0,42,41,-1,-1,6,residential,0,0.595426,30.000000,25.500000,1.190851,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5598529 42.4117842, -76.5570591 42.4109590, -76.5566179 42.4108287, -76.5559420 42.4106290, -76.5558270 42.4106620, -76.5557120 42.4106900, -76.5555790 42.4107280, -76.5550960 42.4108830, -76.5550170 42.4108980, -76.5549360 42.4109080, -76.5547810 42.4109060, -76.5546970 42.4108890, -76.5545740 42.4108410, -76.5545020 42.4108010, -76.5544410 42.4107570, -76.5543960 42.4107080, -76.5543440 42.4106230, -76.5543200 42.4105610, -76.5543030 42.4104710, -76.5542784 42.4101442, -76.5542731 42.4100731, -76.5542540 42.4098190, -76.5542340 42.4096790, -76.5542040 42.4095850, -76.5541200 42.4094470, -76.5539250 42.4091840, -76.5537860 42.4090190, -76.5536690 42.4088990, -76.5535610 42.4088010, -76.5535160 42.4087750, -76.5534530 42.4087490, -76.5533990 42.4087360, -76.5533420 42.4087320, -76.5532810 42.4087380, -76.5532080 42.4087570, -76.5530990 42.4087990, -76.5524390 42.4091050, -76.5519360 42.4093280, -76.5518150 42.4093750, -76.5516730 42.4093850, -76.5516160 42.4093770, -76.5515120 42.4093430, -76.5513490 42.4092770, -76.5510540 42.4091780, -76.5509460 42.4091610)",
51,51,0,43,44,-1,-1,6,residential,0,0.155699,30.000000,25.500000,0.311398,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5112890 42.4923940, -76.5114430 42.4924200, -76.5115000 42.4923920, -76.5115550 42.4923510, -76.5116090 42.4922960, -76.5116720 42.4921570, -76.5117009 42.4918191, -76.5117440 42.4913150, -76.5116973 42.4907424, -76.5116914 42.4903435)",
52,52,0,44,43,-1,-1,6,residential,0,0.155699,30.000000,25.500000,0.311398,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5116914 42.4903435, -76.5116973 42.4907424, -76.5117440 42.4913150, -76.5117009 42.4918191, -76.5116720 42.4921570, -76.5116090 42.4922960, -76.5115550 42.4923510, -76.5115000 42.4923920, -76.5114430 42.4924200, -76.5112890 42.4923940)",
53,53,0,45,46,-1,-1,6,residential,0,0.069565,30.000000,25.500000,0.139130,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4757251 42.4485107, -76.4753043 42.4485992, -76.4750670 42.4485969, -76.4749353 42.4485957, -76.4747400 42.4485841, -76.4745394 42.4485567, -76.4744608 42.4485437, -76.4743883 42.4485318)",
54,54,0,46,45,-1,-1,6,residential,0,0.069565,30.000000,25.500000,0.139130,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4743883 42.4485318, -76.4744608 42.4485437, -76.4745394 42.4485567, -76.4747400 42.4485841, -76.4749353 42.4485957, -76.4750670 42.4485969, -76.4753043 42.4485992, -76.4757251 42.4485107)",
55,55,0,47,48,-1,-1,6,residential,0,0.112455,24.000000,20.400000,0.281137,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4734627 42.4377397, -76.4734697 42.4377998, -76.4734722 42.4378089, -76.4734861 42.4378598, -76.4735075 42.4379057, -76.4738576 42.4383884, -76.4738790 42.4384300, -76.4738882 42.4384736, -76.4739025 42.4389071, -76.4739148 42.4389352, -76.4739420 42.4389578, -76.4739789 42.4389767, -76.4740153 42.4389857, -76.4743293 42.4389754, -76.4743764 42.4389738)",
56,56,0,48,47,-1,-1,6,residential,0,0.112455,24.000000,20.400000,0.281137,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4743764 42.4389738, -76.4743293 42.4389754, -76.4740153 42.4389857, -76.4739789 42.4389767, -76.4739420 42.4389578, -76.4739148 42.4389352, -76.4739025 42.4389071, -76.4738882 42.4384736, -76.4738790 42.4384300, -76.4738576 42.4383884, -76.4735075 42.4379057, -76.4734861 42.4378598, -76.4734722 42.4378089, -76.4734697 42.4377998, -76.4734627 42.4377397)",
57,57,0,49,50,-1,-1,6,residential,0,0.130193,30.000000,25.500000,0.260385,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5364140 42.4359870, -76.5364770 42.4378730)",
58,58,0,50,49,-1,-1,6,residential,0,0.130193,30.000000,25.500000,0.260385,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5364770 42.4378730, -76.5364140 42.4359870)",
59,59,0,51,52,-1,-1,15,unclassified,0,0.111964,30.000000,25.500000,0.223928,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5178112 42.4546484, -76.5176560 42.4546838, -76.5172434 42.4548120, -76.5169010 42.4549150, -76.5167820 42.4549570, -76.5166700 42.4550040, -76.5165660 42.4550640, -76.5165220 42.4550960, -76.5164629 42.4551516, -76.5163520 42.4552560, -76.5161940 42.4554200, -76.5160986 42.4555035, -76.5160580 42.4555390)",
60,60,0,52,51,-1,-1,15,unclassified,0,0.111964,30.000000,25.500000,0.223928,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5160580 42.4555390, -76.5160986 42.4555035, -76.5161940 42.4554200, -76.5163520 42.4552560, -76.5164629 42.4551516, -76.5165220 42.4550960, -76.5165660 42.4550640, -76.5166700 42.4550040, -76.5167820 42.4549570, -76.5169010 42.4549150, -76.5172434 42.4548120, -76.5176560 42.4546838, -76.5178112 42.4546484)",
61,61,0,52,53,-1,-1,15,unclassified,0,0.176408,30.000000,25.500000,0.352815,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5160580 42.4555390, -76.5159690 42.4556160, -76.5159235 42.4556458, -76.5158910 42.4556670, -76.5155462 42.4558734, -76.5154600 42.4559250, -76.5149470 42.4562470, -76.5146980 42.4564080, -76.5142271 42.4567233, -76.5134744 42.4572319)",
62,62,0,53,52,-1,-1,15,unclassified,0,0.176408,30.000000,25.500000,0.352815,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5134744 42.4572319, -76.5142271 42.4567233, -76.5146980 42.4564080, -76.5149470 42.4562470, -76.5154600 42.4559250, -76.5155462 42.4558734, -76.5158910 42.4556670, -76.5159235 42.4556458, -76.5159690 42.4556160, -76.5160580 42.4555390)",
63,63,0,53,54,-1,-1,15,unclassified,0,0.043493,30.000000,25.500000,0.086986,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5134744 42.4572319, -76.5131115 42.4574762, -76.5128447 42.4576559)",
64,64,0,54,53,-1,-1,15,unclassified,0,0.043493,30.000000,25.500000,0.086986,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5128447 42.4576559, -76.5131115 42.4574762, -76.5134744 42.4572319)",
65,65,0,55,56,-1,-1,1,motorway,0,0.165351,120.000000,102.000000,0.082676,2300.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4886150 42.4806460, -76.4872352 42.4806530, -76.4865992 42.4806417, -76.4865284 42.4806397, -76.4857022 42.4806294, -76.4853786 42.4806212)",
66,66,0,57,58,-1,-1,1,motorway,0,0.276718,120.000000,102.000000,0.138359,2300.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4991890 42.4776850, -76.4990460 42.4777590, -76.4989800 42.4777730, -76.4978260 42.4778560, -76.4977630 42.4778700, -76.4976450 42.4779080, -76.4975400 42.4779630, -76.4974540 42.4780360, -76.4968090 42.4788960, -76.4966540 42.4790730, -76.4965040 42.4792100, -76.4963340 42.4793380, -76.4961480 42.4794490, -76.4959480 42.4795420, -76.4957350 42.4796250, -76.4956030 42.4796680, -76.4950350 42.4798240)",
67,67,0,59,60,-1,-1,1,motorway,0,0.200155,120.000000,102.000000,0.100078,2300.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4987500 42.4784290, -76.4984620 42.4785720, -76.4983170 42.4786330, -76.4980980 42.4786990, -76.4980410 42.4787080, -76.4979270 42.4787100, -76.4978140 42.4786980, -76.4977590 42.4786850, -76.4977070 42.4786680, -76.4976570 42.4786460, -76.4975670 42.4785930, -76.4975290 42.4785620, -76.4974660 42.4784910, -76.4974420 42.4784510, -76.4974130 42.4783700, -76.4974060 42.4783290, -76.4974130 42.4782440, -76.4974430 42.4781620, -76.4974800 42.4781030, -76.4975110 42.4780670, -76.4975880 42.4780030, -76.4976320 42.4779750, -76.4976800 42.4779520, -76.4977310 42.4779330, -76.4978970 42.4779000, -76.4990520 42.4778220, -76.4991100 42.4778250, -76.4991670 42.4778430, -76.4992350 42.4778730)",
68,68,0,61,62,-1,-1,6,residential,0,0.326576,30.000000,25.500000,0.653151,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5528760 42.4478590, -76.5529160 42.4482500, -76.5529500 42.4486870, -76.5529560 42.4487380, -76.5529800 42.4489430, -76.5529920 42.4490660, -76.5530040 42.4491770, -76.5530960 42.4497700, -76.5531480 42.4510520, -76.5520700 42.4510400, -76.5519990 42.4510450, -76.5519320 42.4510730, -76.5518860 42.4511240, -76.5518700 42.4511600, -76.5518470 42.4515290, -76.5518300 42.4516830)",
69,69,0,62,61,-1,-1,6,residential,0,0.326576,30.000000,25.500000,0.653151,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5518300 42.4516830, -76.5518470 42.4515290, -76.5518700 42.4511600, -76.5518860 42.4511240, -76.5519320 42.4510730, -76.5519990 42.4510450, -76.5520700 42.4510400, -76.5531480 42.4510520, -76.5530960 42.4497700, -76.5530040 42.4491770, -76.5529920 42.4490660, -76.5529800 42.4489430, -76.5529560 42.4487380, -76.5529500 42.4486870, -76.5529160 42.4482500, -76.5528760 42.4478590)",
70,70,0,63,64,-1,-1,6,residential,0,0.122902,30.000000,25.500000,0.245805,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4386500 42.4297720, -76.4386220 42.4300330, -76.4386200 42.4300920, -76.4386300 42.4301770, -76.4386510 42.4302630, -76.4387920 42.4305850, -76.4388280 42.4307200, -76.4388660 42.4309800, -76.4388640 42.4310790, -76.4388480 42.4311790, -76.4388030 42.4313280, -76.4387310 42.4315180)",
71,71,0,64,63,-1,-1,6,residential,0,0.122902,30.000000,25.500000,0.245805,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4387310 42.4315180, -76.4388030 42.4313280, -76.4388480 42.4311790, -76.4388640 42.4310790, -76.4388660 42.4309800, -76.4388280 42.4307200, -76.4387920 42.4305850, -76.4386510 42.4302630, -76.4386300 42.4301770, -76.4386200 42.4300920, -76.4386220 42.4300330, -76.4386500 42.4297720)",
72,72,0,65,66,-1,-1,6,residential,0,0.072268,30.000000,25.500000,0.144537,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4785239 42.4578500, -76.4785140 42.4577040, -76.4784433 42.4573508, -76.4784342 42.4573069, -76.4783540 42.4569167, -76.4783477 42.4568919, -76.4783296 42.4568134)",
73,73,0,66,65,-1,-1,6,residential,0,0.072268,30.000000,25.500000,0.144537,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4783296 42.4568134, -76.4783477 42.4568919, -76.4783540 42.4569167, -76.4784342 42.4573069, -76.4784433 42.4573508, -76.4785140 42.4577040, -76.4785239 42.4578500)",
74,74,0,67,68,-1,-1,6,residential,0,0.007719,30.000000,25.500000,0.015438,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5140000 42.4330070, -76.5141510 42.4330050)",
75,75,0,68,67,-1,-1,6,residential,0,0.007719,30.000000,25.500000,0.015438,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5141510 42.4330050, -76.5140000 42.4330070)",
76,76,0,68,69,-1,-1,6,residential,0,0.039397,30.000000,25.500000,0.078794,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5141510 42.4330050, -76.5148200 42.4330090, -76.5149190 42.4330260)",
77,77,0,69,68,-1,-1,6,residential,0,0.039397,30.000000,25.500000,0.078794,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5149190 42.4330260, -76.5148200 42.4330090, -76.5141510 42.4330050)",
78,78,0,69,70,-1,-1,6,residential,0,0.007700,30.000000,25.500000,0.015401,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5149190 42.4330260, -76.5150670 42.4330470)",
79,79,0,70,69,-1,-1,6,residential,0,0.007700,30.000000,25.500000,0.015401,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5150670 42.4330470, -76.5149190 42.4330260)",
80,80,0,71,72,-1,-1,5,tertiary,0,0.017843,40.000000,34.000000,0.026765,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5086287 42.4449539, -76.5085218 42.4450129, -76.5084935 42.4450285, -76.5084257 42.4450575, -76.5083349 42.4450922)",
81,81,0,73,74,-1,-1,6,residential,0,0.063661,30.000000,25.500000,0.127321,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5144870 42.4322890, -76.5141480 42.4323020, -76.5139020 42.4323060, -76.5134630 42.4323340, -76.5133630 42.4323530, -76.5132590 42.4323910)",
82,82,0,74,73,-1,-1,6,residential,0,0.063661,30.000000,25.500000,0.127321,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5132590 42.4323910, -76.5133630 42.4323530, -76.5134630 42.4323340, -76.5139020 42.4323060, -76.5141480 42.4323020, -76.5144870 42.4322890)",
83,83,0,74,75,-1,-1,6,residential,0,0.008384,30.000000,25.500000,0.016768,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5132590 42.4323910, -76.5131240 42.4324600)",
84,84,0,75,74,-1,-1,6,residential,0,0.008384,30.000000,25.500000,0.016768,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5131240 42.4324600, -76.5132590 42.4323910)",
85,85,0,75,76,-1,-1,6,residential,0,0.043530,30.000000,25.500000,0.087060,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5131240 42.4324600, -76.5124050 42.4327980)",
86,86,0,76,75,-1,-1,6,residential,0,0.043530,30.000000,25.500000,0.087060,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5124050 42.4327980, -76.5131240 42.4324600)",
87,87,0,77,78,-1,-1,6,residential,0,0.136016,30.000000,25.500000,0.272032,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4812833 42.4896100, -76.4811758 42.4896124, -76.4804664 42.4896282, -76.4801109 42.4896364, -76.4800221 42.4896385, -76.4797609 42.4896446, -76.4796935 42.4896462, -76.4794282 42.4896523, -76.4793839 42.4896534, -76.4791709 42.4896583, -76.4787764 42.4896675, -76.4786215 42.4896711)",
88,88,0,78,77,-1,-1,6,residential,0,0.136016,30.000000,25.500000,0.272032,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4786215 42.4896711, -76.4787764 42.4896675, -76.4791709 42.4896583, -76.4793839 42.4896534, -76.4794282 42.4896523, -76.4796935 42.4896462, -76.4797609 42.4896446, -76.4800221 42.4896385, -76.4801109 42.4896364, -76.4804664 42.4896282, -76.4811758 42.4896124, -76.4812833 42.4896100)",
89,89,0,79,80,-1,-1,15,unclassified,0,0.064922,30.000000,25.500000,0.129845,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5132800 42.4538370, -76.5132490 42.4539730, -76.5132600 42.4540270, -76.5136410 42.4547200)",
90,90,0,80,79,-1,-1,15,unclassified,0,0.064922,30.000000,25.500000,0.129845,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5136410 42.4547200, -76.5132600 42.4540270, -76.5132490 42.4539730, -76.5132800 42.4538370)",
91,91,0,81,82,-1,-1,15,unclassified,0,0.063474,30.000000,25.500000,0.126948,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5055723 42.4525146, -76.5046015 42.4529354, -76.5045401 42.4530093)",
92,92,0,82,81,-1,-1,15,unclassified,0,0.063474,30.000000,25.500000,0.126948,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5045401 42.4530093, -76.5046015 42.4529354, -76.5055723 42.4525146)",
93,93,0,83,84,-1,-1,1,motorway,0,0.092188,120.000000,102.000000,0.046094,2300.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4990822 42.4631020, -76.4994124 42.4627659, -76.4995469 42.4626443, -76.4996540 42.4625630, -76.4997500 42.4624990, -76.4998600 42.4624413, -76.4999987 42.4623869, -76.5001330 42.4623427, -76.5002362 42.4623230, -76.5003403 42.4623050, -76.5004360 42.4623010)",
94,94,0,85,86,-1,-1,1,motorway,0,0.105152,120.000000,102.000000,0.052576,2300.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4985081 42.4798410, -76.4982077 42.4799676, -76.4979931 42.4799993, -76.4977390 42.4799780, -76.4976390 42.4799340, -76.4975940 42.4799070, -76.4975540 42.4798760, -76.4974870 42.4798050, -76.4974610 42.4797650, -76.4974280 42.4796850, -76.4974190 42.4796400, -76.4974210 42.4795540, -76.4974310 42.4795130, -76.4974470 42.4794730, -76.4974960 42.4793910, -76.4976830 42.4792130)",
95,95,0,87,88,-1,-1,6,residential,0,0.080012,30.000000,25.500000,0.160025,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5180130 42.4070380, -76.5164560 42.4069250)",
96,96,0,88,87,-1,-1,6,residential,0,0.080012,30.000000,25.500000,0.160025,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5164560 42.4069250, -76.5180130 42.4070380)",
97,97,0,89,90,-1,-1,6,residential,0,0.054270,30.000000,25.500000,0.108539,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5180250 42.4064100, -76.5169640 42.4064220)",
98,98,0,90,89,-1,-1,6,residential,0,0.054270,30.000000,25.500000,0.108539,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5169640 42.4064220, -76.5180250 42.4064100)",
99,99,0,91,92,-1,-1,15,unclassified,0,0.038428,24.000000,20.400000,0.096069,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5148960 42.4535576, -76.5149760 42.4535130, -76.5150130 42.4534770, -76.5150537 42.4534449, -76.5150740 42.4534265, -76.5152000 42.4533570, -76.5155103 42.4532505)",
100,100,0,92,91,-1,-1,15,unclassified,0,0.038428,24.000000,20.400000,0.096069,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5155103 42.4532505, -76.5152000 42.4533570, -76.5150740 42.4534265, -76.5150537 42.4534449, -76.5150130 42.4534770, -76.5149760 42.4535130, -76.5148960 42.4535576)",
101,101,0,93,94,-1,-1,6,residential,0,0.114332,30.000000,25.500000,0.228664,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4665236 42.4417635, -76.4673334 42.4418761, -76.4676464 42.4419392, -76.4684140 42.4420904, -76.4685126 42.4420974, -76.4685972 42.4420849, -76.4686964 42.4420517)",
102,102,0,94,93,-1,-1,6,residential,0,0.114332,30.000000,25.500000,0.228664,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4686964 42.4420517, -76.4685972 42.4420849, -76.4685126 42.4420974, -76.4684140 42.4420904, -76.4676464 42.4419392, -76.4673334 42.4418761, -76.4665236 42.4417635)",
