name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
West State Street,918,20189037,268,689,1,8.22,2,40,1200,tertiary,5,"LINESTRING (-76.5061340 42.4393240, -76.5060341 42.4393269)",auto,1,0,,
West State Street,919,20189037,689,268,1,8.22,2,40,1200,tertiary,5,"LINESTRING (-76.5060341 42.4393269, -76.5061340 42.4393240)",auto,1,0,,
Alice Miller Way,920,20189049,690,691,1,134.54,1,30,800,unclassified,15,"LINESTRING (-76.5033549 42.4484754, -76.5033527 42.4485666, -76.5033864 42.4490516, -76.5034287 42.4492570, -76.5034676 42.4493568, -76.5035424 42.4494697, -76.5036353 42.4495381, -76.5036930 42.4495490, -76.5037690 42.4495510)",auto,0,0,,
West Lewis Street,921,20189068,692,693,1,103.07,1,30,800,unclassified,15,"LINESTRING (-76.5008140 42.4494943, -76.5006968 42.4494817, -76.5006664 42.4494819, -76.4997206 42.4495128, -76.4996874 42.4495135, -76.4995630 42.4495190)",auto,1,0,,
West Lewis Street,922,20189068,693,692,1,103.07,1,30,800,unclassified,15,"LINESTRING (-76.4995630 42.4495190, -76.4996874 42.4495135, -76.4997206 42.4495128, -76.5006664 42.4494819, -76.5006968 42.4494817, -76.5008140 42.4494943)",auto,1,0,,
College Avenue,923,20189073,694,695,1,96.35,2,40,1200,tertiary,5,"LINESTRING (-76.4852913 42.4424840, -76.4852531 42.4416808, -76.4852496 42.4416168)",auto,1,0,,
College Avenue,924,20189073,695,694,1,96.35,2,40,1200,tertiary,5,"LINESTRING (-76.4852496 42.4416168, -76.4852531 42.4416808, -76.4852913 42.4424840)",auto,1,0,,
South Street,925,20189081,696,697,1,185.59,1,30,800,unclassified,15,"LINESTRING (-76.5080950 42.4337470, -76.5079637 42.4337536, -76.5073220 42.4337700, -76.5059480 42.4338110, -76.5058410 42.4338030)",auto,1,0,,
South Street,926,20189081,697,696,1,185.59,1,30,800,unclassified,15,"LINESTRING (-76.5058410 42.4338030, -76.5059480 42.4338110, -76.5073220 42.4337700, -76.5079637 42.4337536, -76.5080950 42.4337470)",auto,1,0,,
East Buffalo Street,927,20189089,698,699,1,182.0,1,40,1200,tertiary,5,"LINESTRING (-76.4991060 42.4413120, -76.4990110 42.4413146, -76.4981460 42.4413393, -76.4974798 42.4413573, -76.4969947 42.4413712, -76.4968947 42.4413758)",auto,1,0,,
East Buffalo Street,928,20189089,699,698,1,182.0,1,40,1200,tertiary,5,"LINESTRING (-76.4968947 42.4413758, -76.4969947 42.4413712, -76.4974798 42.4413573, -76.4981460 42.4413393, -76.4990110 42.4413146, -76.4991060 42.4413120)",auto,1,0,,
East Buffalo Street,929,20189089,699,700,1,95.97,1,40,1200,tertiary,5,"LINESTRING (-76.4968947 42.4413758, -76.4968085 42.4413800, -76.4960254 42.4413999, -76.4958192 42.4414051, -76.4957286 42.4414065)",auto,1,0,,
East Buffalo Street,930,20189089,700,699,1,95.97,1,40,1200,tertiary,5,"LINESTRING (-76.4957286 42.4414065, -76.4958192 42.4414051, -76.4960254 42.4413999, -76.4968085 42.4413800, -76.4968947 42.4413758)",auto,1,0,,
East Buffalo Street,931,20189089,700,616,1,109.25,1,40,1200,tertiary,5,"LINESTRING (-76.4957286 42.4414065, -76.4956214 42.4414089, -76.4944010 42.4414410)",auto,1,0,,
East Buffalo Street,932,20189089,616,700,1,109.25,1,40,1200,tertiary,5,"LINESTRING (-76.4944010 42.4414410, -76.4956214 42.4414089, -76.4957286 42.4414065)",auto,1,0,,
East Buffalo Street,933,20189089,616,701,1,13.76,1,40,1200,tertiary,5,"LINESTRING (-76.4944010 42.4414410, -76.4942340 42.4414480)",auto,1,0,,
East Buffalo Street,934,20189089,701,616,1,13.76,1,40,1200,tertiary,5,"LINESTRING (-76.4942340 42.4414480, -76.4944010 42.4414410)",auto,1,0,,
East Buffalo Street,935,20189089,701,702,1,57.95,1,40,1200,tertiary,5,"LINESTRING (-76.4942340 42.4414480, -76.4939855 42.4414558, -76.4935300 42.4414700)",auto,1,0,,
East Buffalo Street,936,20189089,702,701,1,57.95,1,40,1200,tertiary,5,"LINESTRING (-76.4935300 42.4414700, -76.4939855 42.4414558, -76.4942340 42.4414480)",auto,1,0,,
East Buffalo Street,937,20189089,702,703,1,57.28,1,40,1200,tertiary,5,"LINESTRING (-76.4935300 42.4414700, -76.4932660 42.4414740, -76.4928340 42.4414890)",auto,1,0,,
East Buffalo Street,938,20189089,703,702,1,57.28,1,40,1200,tertiary,5,"LINESTRING (-76.4928340 42.4414890, -76.4932660 42.4414740, -76.4935300 42.4414700)",auto,1,0,,
East Buffalo Street,939,20189089,703,394,1,51.68,1,40,1200,tertiary,5,"LINESTRING (-76.4928340 42.4414890, -76.4923678 42.4415016, -76.4922060 42.4415060)",auto,1,0,,
East Buffalo Street,940,20189089,394,703,1,51.68,1,40,1200,tertiary,5,"LINESTRING (-76.4922060 42.4415060, -76.4923678 42.4415016, -76.4928340 42.4414890)",auto,1,0,,
East Buffalo Street,941,20189089,394,704,1,13.49,1,40,1200,tertiary,5,"LINESTRING (-76.4922060 42.4415060, -76.4920420 42.4415080)",auto,1,0,,
East Buffalo Street,942,20189089,704,394,1,13.49,1,40,1200,tertiary,5,"LINESTRING (-76.4920420 42.4415080, -76.4922060 42.4415060)",auto,1,0,,
East Buffalo Street,943,20189089,704,705,1,49.8,1,40,1200,tertiary,5,"LINESTRING (-76.4920420 42.4415080, -76.4917860 42.4415180, -76.4914370 42.4415250)",auto,1,0,,
East Buffalo Street,944,20189089,705,704,1,49.8,1,40,1200,tertiary,5,"LINESTRING (-76.4914370 42.4415250, -76.4917860 42.4415180, -76.4920420 42.4415080)",auto,1,0,,
East Buffalo Street,945,20189089,705,538,1,52.83,1,40,1200,tertiary,5,"LINESTRING (-76.4914370 42.4415250, -76.4907950 42.4415420)",auto,1,0,,
East Buffalo Street,946,20189089,538,705,1,52.83,1,40,1200,tertiary,5,"LINESTRING (-76.4907950 42.4415420, -76.4914370 42.4415250)",auto,1,0,,
East Buffalo Street,947,20189089,538,706,1,80.67,1,40,1200,tertiary,5,"LINESTRING (-76.4907950 42.4415420, -76.4898917 42.4415706, -76.4898150 42.4415730)",auto,1,0,,
East Buffalo Street,948,20189089,706,538,1,80.67,1,40,1200,tertiary,5,"LINESTRING (-76.4898150 42.4415730, -76.4898917 42.4415706, -76.4907950 42.4415420)",auto,1,0,,
Pearl Street,949,20189093,707,708,1,130.37,1,30,1000,residential,6,"LINESTRING (-76.4752494 42.4377825, -76.4752925 42.4388884, -76.4752950 42.4389561)",auto,1,0,,
Pearl Street,950,20189093,708,707,1,130.37,1,30,1000,residential,6,"LINESTRING (-76.4752950 42.4389561, -76.4752925 42.4388884, -76.4752494 42.4377825)",auto,1,0,,
Pearl Street,951,20189093,708,709,1,104.44,1,30,1000,residential,6,"LINESTRING (-76.4752950 42.4389561, -76.4753002 42.4390297, -76.4753408 42.4398961)",auto,1,0,,
Pearl Street,952,20189093,709,708,1,104.44,1,30,1000,residential,6,"LINESTRING (-76.4753408 42.4398961, -76.4753002 42.4390297, -76.4752950 42.4389561)",auto,1,0,,
Hook Place,953,20189096,523,710,1,189.27,1,30,800,unclassified,15,"LINESTRING (-76.5261820 42.4394380, -76.5250320 42.4394665, -76.5238820 42.4394950)",auto,1,0,,
Hook Place,954,20189096,710,523,1,189.27,1,30,800,unclassified,15,"LINESTRING (-76.5238820 42.4394950, -76.5250320 42.4394665, -76.5261820 42.4394380)",auto,1,0,,
Iroquois Road,955,20189104,711,712,1,117.75,1,30,1000,residential,6,"LINESTRING (-76.4829618 42.4617711, -76.4830361 42.4617646, -76.4830770 42.4617610, -76.4832000 42.4617550, -76.4833920 42.4617570, -76.4835820 42.4617720, -76.4837700 42.4618060, -76.4839510 42.4618530, -76.4841250 42.4619140, -76.4843250 42.4620010)",auto,1,0,,
Iroquois Road,956,20189104,712,711,1,117.75,1,30,1000,residential,6,"LINESTRING (-76.4843250 42.4620010, -76.4841250 42.4619140, -76.4839510 42.4618530, -76.4837700 42.4618060, -76.4835820 42.4617720, -76.4833920 42.4617570, -76.4832000 42.4617550, -76.4830770 42.4617610, -76.4830361 42.4617646, -76.4829618 42.4617711)",auto,1,0,,
Iroquois Road,957,20189104,712,633,1,57.4,1,30,1000,residential,6,"LINESTRING (-76.4843250 42.4620010, -76.4844880 42.4620890, -76.4845370 42.4621200, -76.4846760 42.4621860, -76.4847470 42.4622188, -76.4849032 42.4622897)",auto,1,0,,
Iroquois Road,958,20189104,633,712,1,57.4,1,30,1000,residential,6,"LINESTRING (-76.4849032 42.4622897, -76.4847470 42.4622188, -76.4846760 42.4621860, -76.4845370 42.4621200, -76.4844880 42.4620890, -76.4843250 42.4620010)",auto,1,0,,
Iroquois Road,959,20189104,633,607,1,130.71,1,30,1000,residential,6,"LINESTRING (-76.4849032 42.4622897, -76.4856050 42.4624490, -76.4863180 42.4625830, -76.4864360 42.4626000)",auto,1,0,,
Iroquois Road,960,20189104,607,633,1,130.71,1,30,1000,residential,6,"LINESTRING (-76.4864360 42.4626000, -76.4863180 42.4625830, -76.4856050 42.4624490, -76.4849032 42.4622897)",auto,1,0,,
Iroquois Road,961,20189104,607,713,1,223.77,1,30,1000,residential,6,"LINESTRING (-76.4864360 42.4626000, -76.4865580 42.4626030, -76.4867160 42.4626010, -76.4868050 42.4625950, -76.4870030 42.4625700, -76.4871960 42.4625270, -76.4873820 42.4624660, -76.4875580 42.4623960, -76.4877250 42.4623130, -76.4878910 42.4622070, -76.4882020 42.4620230, -76.4885770 42.4618160, -76.4888170 42.4617410)",auto,1,0,,
Iroquois Road,962,20189104,713,607,1,223.77,1,30,1000,residential,6,"LINESTRING (-76.4888170 42.4617410, -76.4885770 42.4618160, -76.4882020 42.4620230, -76.4878910 42.4622070, -76.4877250 42.4623130, -76.4875580 42.4623960, -76.4873820 42.4624660, -76.4871960 42.4625270, -76.4870030 42.4625700, -76.4868050 42.4625950, -76.4867160 42.4626010, -76.4865580 42.4626030, -76.4864360 42.4626000)",auto,1,0,,
Northwood Road,963,20189108,714,529,1,109.53,1,30,1000,residential,6,"LINESTRING (-76.4763010 42.4859700, -76.4762430 42.4859570, -76.4757039 42.4859621, -76.4753543 42.4859654, -76.4753182 42.4859657, -76.4749710 42.4859690)",auto,1,0,,
Northwood Road,964,20189108,529,714,1,109.53,1,30,1000,residential,6,"LINESTRING (-76.4749710 42.4859690, -76.4753182 42.4859657, -76.4753543 42.4859654, -76.4757039 42.4859621, -76.4762430 42.4859570, -76.4763010 42.4859700)",auto,1,0,,
Northwood Road,965,20189108,529,715,1,357.08,1,30,1000,residential,6,"LINESTRING (-76.4749710 42.4859690, -76.4747460 42.4859720, -76.4740948 42.4860097, -76.4733278 42.4860367, -76.4732779 42.4860376, -76.4731881 42.4860416, -76.4729337 42.4860356, -76.4721569 42.4860576, -76.4706311 42.4861020)",auto,1,0,,
Northwood Road,966,20189108,715,529,1,357.08,1,30,1000,residential,6,"LINESTRING (-76.4706311 42.4861020, -76.4721569 42.4860576, -76.4729337 42.4860356, -76.4731881 42.4860416, -76.4732779 42.4860376, -76.4733278 42.4860367, -76.4740948 42.4860097, -76.4747460 42.4859720, -76.4749710 42.4859690)",auto,1,0,,
Bridge Street,967,20189114,716,717,1,62.29,1,30,1000,residential,6,"LINESTRING (-76.4806353 42.4323292, -76.4801720 42.4327730)",auto,1,0,,
Bridge Street,968,20189114,717,716,1,62.29,1,30,1000,residential,6,"LINESTRING (-76.4801720 42.4327730, -76.4806353 42.4323292)",auto,1,0,,
Valley Road,969,20189157,718,382,1,80.07,1,30,1000,residential,6,"LINESTRING (-76.4774809 42.4360835, -76.4775650 42.4360983, -76.4784213 42.4362698)",auto,1,0,,
Valley Road,970,20189157,382,718,1,80.07,1,30,1000,residential,6,"LINESTRING (-76.4784213 42.4362698, -76.4775650 42.4360983, -76.4774809 42.4360835)",auto,1,0,,
Valley Road,971,20189157,382,719,1,15.92,1,30,1000,residential,6,"LINESTRING (-76.4784213 42.4362698, -76.4786088 42.4363055)",auto,1,0,,
Valley Road,972,20189157,719,382,1,15.92,1,30,1000,residential,6,"LINESTRING (-76.4786088 42.4363055, -76.4784213 42.4362698)",auto,1,0,,
Valley Road,973,20189157,719,383,1,347.95,1,30,1000,residential,6,"LINESTRING (-76.4786088 42.4363055, -76.4796888 42.4362792, -76.4798439 42.4362574, -76.4799500 42.4362277, -76.4813469 42.4357590, -76.4814076 42.4357479, -76.4814790 42.4357441, -76.4815747 42.4357510, -76.4821052 42.4359301, -76.4825453 42.4361512)",auto,1,0,,
Valley Road,974,20189157,383,719,1,347.95,1,30,1000,residential,6,"LINESTRING (-76.4825453 42.4361512, -76.4821052 42.4359301, -76.4815747 42.4357510, -76.4814790 42.4357441, -76.4814076 42.4357479, -76.4813469 42.4357590, -76.4799500 42.4362277, -76.4798439 42.4362574, -76.4796888 42.4362792, -76.4786088 42.4363055)",auto,1,0,,
Valley Road,975,20189157,383,232,1,173.81,1,30,1000,residential,6,"LINESTRING (-76.4825453 42.4361512, -76.4830240 42.4364200, -76.4831270 42.4364590, -76.4831960 42.4364670, -76.4832680 42.4364570, -76.4836409 42.4363856, -76.4843841 42.4362431, -76.4844818 42.4362246)",auto,1,0,,
Valley Road,976,20189157,232,383,1,173.81,1,30,1000,residential,6,"LINESTRING (-76.4844818 42.4362246, -76.4843841 42.4362431, -76.4836409 42.4363856, -76.4832680 42.4364570, -76.4831960 42.4364670, -76.4831270 42.4364590, -76.4830240 42.4364200, -76.4825453 42.4361512)",auto,1,0,,
West Court Street,977,20189167,720,721,1,181.73,1,48,1200,tertiary,5,"LINESTRING (-76.5107120 42.4422590, -76.5106108 42.4422616, -76.5100463 42.4422779, -76.5099500 42.4422820, -76.5086105 42.4423200, -76.5085040 42.4423230)",auto,1,0,,
West Court Street,978,20189167,721,720,1,181.73,1,48,1200,tertiary,5,"LINESTRING (-76.5085040 42.4423230, -76.5086105 42.4423200, -76.5099500 42.4422820, -76.5100463 42.4422779, -76.5106108 42.4422616, -76.5107120 42.4422590)",auto,1,0,,
West Court Street,979,20189167,721,722,1,141.54,1,48,1200,tertiary,5,"LINESTRING (-76.5085040 42.4423230, -76.5083959 42.4423261, -76.5082299 42.4423308, -76.5068914 42.4423690, -76.5067843 42.4423721)",auto,1,0,,
West Court Street,980,20189167,722,721,1,141.54,1,48,1200,tertiary,5,"LINESTRING (-76.5067843 42.4423721, -76.5068914 42.4423690, -76.5082299 42.4423308, -76.5083959 42.4423261, -76.5085040 42.4423230)",auto,1,0,,
West Court Street,981,20189167,722,190,1,80.6,1,48,1200,tertiary,5,"LINESTRING (-76.5067843 42.4423721, -76.5066832 42.4423751, -76.5059087 42.4423970, -76.5058050 42.4424000)",auto,1,0,,
West Court Street,982,20189167,190,722,1,80.6,1,48,1200,tertiary,5,"LINESTRING (-76.5058050 42.4424000, -76.5059087 42.4423970, -76.5066832 42.4423751, -76.5067843 42.4423721)",auto,1,0,,
West Court Street,983,20189167,190,723,1,113.05,1,48,1200,tertiary,5,"LINESTRING (-76.5058050 42.4424000, -76.5056927 42.4424032, -76.5044314 42.4424391)",auto,1,0,,
West Court Street,984,20189167,723,190,1,113.05,1,48,1200,tertiary,5,"LINESTRING (-76.5044314 42.4424391, -76.5056927 42.4424032, -76.5058050 42.4424000)",auto,1,0,,
Upper Buttermilk Falls Road,985,20189180,724,725,1,230.17,1,30,800,unclassified,15,"LINESTRING (-76.5136395 42.4020685, -76.5132400 42.4022260, -76.5131180 42.4022730, -76.5130200 42.4022970, -76.5129190 42.4023120, -76.5128150 42.4023220, -76.5123930 42.4023370, -76.5118330 42.4023490, -76.5117320 42.4023550, -76.5116330 42.4023690, -76.5114430 42.4024260, -76.5113550 42.4024630, -76.5112172 42.4025362, -76.5110306 42.4026424)",auto,1,0,,
Upper Buttermilk Falls Road,986,20189180,725,724,1,230.17,1,30,800,unclassified,15,"LINESTRING (-76.5110306 42.4026424, -76.5112172 42.4025362, -76.5113550 42.4024630, -76.5114430 42.4024260, -76.5116330 42.4023690, -76.5117320 42.4023550, -76.5118330 42.4023490, -76.5123930 42.4023370, -76.5128150 42.4023220, -76.5129190 42.4023120, -76.5130200 42.4022970, -76.5131180 42.4022730, -76.5132400 42.4022260, -76.5136395 42.4020685)",auto,1,0,,
The Loop Road,987,20189191,682,726,1,118.24,1,32,1000,residential,6,"LINESTRING (-76.4891536 42.4859236, -76.4892588 42.4859381, -76.4893410 42.4859478, -76.4894339 42.4859511, -76.4896159 42.4859499, -76.4905886 42.4859207)",auto,1,0,,
The Loop Road,988,20189191,726,682,1,118.24,1,32,1000,residential,6,"LINESTRING (-76.4905886 42.4859207, -76.4896159 42.4859499, -76.4894339 42.4859511, -76.4893410 42.4859478, -76.4892588 42.4859381, -76.4891536 42.4859236)",auto,1,0,,
Highland Road,989,20189226,727,728,1,133.32,1,30,1000,residential,6,"LINESTRING (-76.4901600 42.4652460, -76.4902470 42.4652682, -76.4903052 42.4653007, -76.4905475 42.4654656, -76.4906388 42.4655457, -76.4907285 42.4656409, -76.4909205 42.4658881, -76.4909536 42.4659450, -76.4910165 42.4660414, -76.4910999 42.4661888)",auto,1,0,,
Highland Road,990,20189226,728,727,1,133.32,1,30,1000,residential,6,"LINESTRING (-76.4910999 42.4661888, -76.4910165 42.4660414, -76.4909536 42.4659450, -76.4909205 42.4658881, -76.4907285 42.4656409, -76.4906388 42.4655457, -76.4905475 42.4654656, -76.4903052 42.4653007, -76.4902470 42.4652682, -76.4901600 42.4652460)",auto,1,0,,
Highland Road,991,20189226,728,729,1,541.93,1,30,1000,residential,6,"LINESTRING (-76.4910999 42.4661888, -76.4912136 42.4664834, -76.4913674 42.4669416, -76.4915437 42.4674595, -76.4917535 42.4679920, -76.4919381 42.4683676, -76.4921424 42.4687143, -76.4926404 42.4694634, -76.4931579 42.4701856, -76.4935244 42.4707015)",auto,1,0,,
Highland Road,992,20189226,729,728,1,541.93,1,30,1000,residential,6,"LINESTRING (-76.4935244 42.4707015, -76.4931579 42.4701856, -76.4926404 42.4694634, -76.4921424 42.4687143, -76.4919381 42.4683676, -76.4917535 42.4679920, -76.4915437 42.4674595, -76.4913674 42.4669416, -76.4912136 42.4664834, -76.4910999 42.4661888)",auto,1,0,,
Highland Road,993,20189226,729,730,1,95.71,1,30,1000,residential,6,"LINESTRING (-76.4935244 42.4707015, -76.4937594 42.4710317, -76.4940699 42.4714630)",auto,1,0,,
Highland Road,994,20189226,730,729,1,95.71,1,30,1000,residential,6,"LINESTRING (-76.4940699 42.4714630, -76.4937594 42.4710317, -76.4935244 42.4707015)",auto,1,0,,
Highland Road,995,20189226,730,731,1,149.28,1,30,1000,residential,6,"LINESTRING (-76.4940699 42.4714630, -76.4943441 42.4718076, -76.4945416 42.4720547, -76.4945632 42.4720946, -76.4945774 42.4721331, -76.4945863 42.4721798, -76.4945876 42.4722388, -76.4945883 42.4723034, -76.4945695 42.4724304, -76.4945342 42.4726378, -76.4945201 42.4727039)",auto,1,0,,
Highland Road,996,20189226,731,730,1,149.28,1,30,1000,residential,6,"LINESTRING (-76.4945201 42.4727039, -76.4945342 42.4726378, -76.4945695 42.4724304, -76.4945883 42.4723034, -76.4945876 42.4722388, -76.4945863 42.4721798, -76.4945774 42.4721331, -76.4945632 42.4720946, -76.4945416 42.4720547, -76.4943441 42.4718076, -76.4940699 42.4714630)",auto,1,0,,
Highland Road,997,20189226,731,732,1,45.22,1,30,1000,residential,6,"LINESTRING (-76.4945201 42.4727039, -76.4944960 42.4728125, -76.4944791 42.4728890, -76.4944628 42.4730126, -76.4944502 42.4731076)",auto,1,0,,
Highland Road,998,20189226,732,731,1,45.22,1,30,1000,residential,6,"LINESTRING (-76.4944502 42.4731076, -76.4944628 42.4730126, -76.4944791 42.4728890, -76.4944960 42.4728125, -76.4945201 42.4727039)",auto,1,0,,
Highland Road,999,20189226,732,194,1,126.04,1,30,1000,residential,6,"LINESTRING (-76.4944502 42.4731076, -76.4944497 42.4733418, -76.4944497 42.4733656, -76.4944547 42.4734262, -76.4945195 42.4738831, -76.4945816 42.4742371)",auto,1,0,,
Highland Road,1000,20189226,194,732,1,126.04,1,30,1000,residential,6,"LINESTRING (-76.4945816 42.4742371, -76.4945195 42.4738831, -76.4944547 42.4734262, -76.4944497 42.4733656, -76.4944497 42.4733418, -76.4944502 42.4731076)",auto,1,0,,
Highland Road,1001,20189226,194,541,1,307.87,1,30,1000,residential,6,"LINESTRING (-76.4945816 42.4742371, -76.4946933 42.4747828, -76.4947839 42.4752907, -76.4949144 42.4759672, -76.4949882 42.4763551, -76.4950891 42.4768945, -76.4951108 42.4769818)",auto,1,0,,
Highland Road,1002,20189226,541,194,1,307.87,1,30,1000,residential,6,"LINESTRING (-76.4951108 42.4769818, -76.4950891 42.4768945, -76.4949882 42.4763551, -76.4949144 42.4759672, -76.4947839 42.4752907, -76.4946933 42.4747828, -76.4945816 42.4742371)",auto,1,0,,
Highland Road,1003,20189226,541,733,1,128.27,1,30,1000,residential,6,"LINESTRING (-76.4951108 42.4769818, -76.4951372 42.4771092, -76.4951442 42.4771681, -76.4952296 42.4776552, -76.4952595 42.4777932, -76.4952692 42.4778722, -76.4953212 42.4781262)",auto,1,0,,
Highland Road,1004,20189226,733,541,1,128.27,1,30,1000,residential,6,"LINESTRING (-76.4953212 42.4781262, -76.4952692 42.4778722, -76.4952595 42.4777932, -76.4952296 42.4776552, -76.4951442 42.4771681, -76.4951372 42.4771092, -76.4951108 42.4769818)",auto,1,0,,
West Clinton Street,1005,20189232,734,735,1,181.44,1,48,1600,secondary,4,"LINESTRING (-76.5037950 42.4367250, -76.5039035 42.4367216, -76.5058024 42.4366624, -76.5058954 42.4366592, -76.5059990 42.4366560)",auto,1,0,,
West Clinton Street,1006,20189232,735,734,1,181.44,1,48,1600,secondary,4,"LINESTRING (-76.5059990 42.4366560, -76.5058954 42.4366592, -76.5058024 42.4366624, -76.5039035 42.4367216, -76.5037950 42.4367250)",auto,1,0,,
West Clinton Street,1007,20189232,735,736,1,150.38,1,48,1600,secondary,4,"LINESTRING (-76.5059990 42.4366560, -76.5061078 42.4366517, -76.5063300 42.4366430, -76.5066704 42.4366286, -76.5068830 42.4366266, -76.5075106 42.4365836, -76.5077207 42.4365800, -76.5078235 42.4365785)",auto,1,0,,
West Clinton Street,1008,20189232,736,735,1,150.38,1,48,1600,secondary,4,"LINESTRING (-76.5078235 42.4365785, -76.5077207 42.4365800, -76.5075106 42.4365836, -76.5068830 42.4366266, -76.5066704 42.4366286, -76.5063300 42.4366430, -76.5061078 42.4366517, -76.5059990 42.4366560)",auto,1,0,,
,1009,20189235,737,736,1,39.34,2,60,1600,secondary,4,"LINESTRING (-76.5082048 42.4363792, -76.5081111 42.4364568, -76.5080619 42.4364939, -76.5080495 42.4365032, -76.5080113 42.4365263, -76.5078235 42.4365785)",auto,0,1,,
Westwood Knoll,1010,20189239,738,739,1,333.24,1,30,1000,residential,6,"LINESTRING (-76.5235840 42.4487307, -76.5236079 42.4488491, -76.5236635 42.4491242, -76.5238502 42.4500486, -76.5238539 42.4501321, -76.5238408 42.4501998, -76.5238153 42.4502715, -76.5237775 42.4503342, -76.5237202 42.4503945, -76.5236462 42.4504449, -76.5235848 42.4504724, -76.5235112 42.4504936, -76.5234271 42.4505036, -76.5233362 42.4504949, -76.5232493 42.4504740, -76.5231670 42.4504420, -76.5230786 42.4503935, -76.5226755 42.4500911, -76.5224340 42.4499340, -76.5223178 42.4498790)",auto,1,0,,
Westwood Knoll,1011,20189239,739,738,1,333.24,1,30,1000,residential,6,"LINESTRING (-76.5223178 42.4498790, -76.5224340 42.4499340, -76.5226755 42.4500911, -76.5230786 42.4503935, -76.5231670 42.4504420, -76.5232493 42.4504740, -76.5233362 42.4504949, -76.5234271 42.4505036, -76.5235112 42.4504936, -76.5235848 42.4504724, -76.5236462 42.4504449, -76.5237202 42.4503945, -76.5237775 42.4503342, -76.5238153 42.4502715, -76.5238408 42.4501998, -76.5238539 42.4501321, -76.5238502 42.4500486, -76.5236635 42.4491242, -76.5236079 42.4488491, -76.5235840 42.4487307)",auto,1,0,,
Wait Avenue,1012,20189318,740,651,1,24.18,1,48,1200,tertiary,5,"LINESTRING (-76.4811257 42.4531237, -76.4810339 42.4531584, -76.4808966 42.4532567)",auto,1,0,,
Wait Avenue,1013,20189318,651,740,1,24.18,1,48,1200,tertiary,5,"LINESTRING (-76.4808966 42.4532567, -76.4810339 42.4531584, -76.4811257 42.4531237)",auto,1,0,,
Wait Avenue,1014,20189318,651,741,1,166.48,1,48,1200,tertiary,5,"LINESTRING (-76.4808966 42.4532567, -76.4808301 42.4533096, -76.4808011 42.4533569, -76.4807656 42.4534128, -76.4807337 42.4534810, -76.4807172 42.4535511, -76.4807202 42.4536119, -76.4807223 42.4536698, -76.4807398 42.4537138, -76.4807685 42.4537666, -76.4807920 42.4538156, -76.4809358 42.4540172, -76.4810245 42.4541416, -76.4811004 42.4542428, -76.4811908 42.4543326, -76.4813286 42.4544485, -76.4814895 42.4545321)",auto,1,0,,
Wait Avenue,1015,20189318,741,651,1,166.48,1,48,1200,tertiary,5,"LINESTRING (-76.4814895 42.4545321, -76.4813286 42.4544485, -76.4811908 42.4543326, -76.4811004 42.4542428, -76.4810245 42.4541416, -76.4809358 42.4540172, -76.4807920 42.4538156, -76.4807685 42.4537666, -76.4807398 42.4537138, -76.4807223 42.4536698, -76.4807202 42.4536119, -76.4807172 42.4535511, -76.4807337 42.4534810, -76.4807656 42.4534128, -76.4808011 42.4533569, -76.4808301 42.4533096, -76.4808966 42.4532567)",auto,1,0,,
West Northview Road,1016,20189335,742,197,1,271.97,1,30,1000,residential,6,"LINESTRING (-76.4845640 42.4185100, -76.4845485 42.4185093, -76.4844667 42.4185059, -76.4843207 42.4184998, -76.4842855 42.4184983, -76.4841590 42.4184930, -76.4839245 42.4185034, -76.4838890 42.4185050, -76.4838017 42.4185071, -76.4836502 42.4185107, -76.4834688 42.4185149, -76.4834230 42.4185160, -76.4832678 42.4185166, -76.4832021 42.4185168, -76.4828800 42.4185180, -76.4828416 42.4185166, -76.4827960 42.4185150, -76.4826758 42.4184906, -76.4826480 42.4184850, -76.4822930 42.4183860, -76.4822020 42.4183740, -76.4821090 42.4183800, -76.4820200 42.4183940, -76.4819470 42.4184220, -76.4818759 42.4184626, -76.4816953 42.4185657, -76.4816230 42.4186070, -76.4814560 42.4187300)",auto,1,0,,
West Northview Road,1017,20189335,197,742,1,271.97,1,30,1000,residential,6,"LINESTRING (-76.4814560 42.4187300, -76.4816230 42.4186070, -76.4816953 42.4185657, -76.4818759 42.4184626, -76.4819470 42.4184220, -76.4820200 42.4183940, -76.4821090 42.4183800, -76.4822020 42.4183740, -76.4822930 42.4183860, -76.4826480 42.4184850, -76.4826758 42.4184906, -76.4827960 42.4185150, -76.4828416 42.4185166, -76.4828800 42.4185180, -76.4832021 42.4185168, -76.4832678 42.4185166, -76.4834230 42.4185160, -76.4834688 42.4185149, -76.4836502 42.4185107, -76.4838017 42.4185071, -76.4838890 42.4185050, -76.4839245 42.4185034, -76.4841590 42.4184930, -76.4842855 42.4184983, -76.4843207 42.4184998, -76.4844667 42.4185059, -76.4845485 42.4185093, -76.4845640 42.4185100)",auto,1,0,,
